student_id,gender,age,parental_education,lunch_type,test_prep_course,attendance_rate,weekly_study_hours,math_score,reading_score,writing_score
STU05631,Female,18,Master's,Free/Reduced,Completed,40.8,2.9,70.4,75.3,67.8
STU05632,Female,17,Some College,Standard,None,92.9,6.5,,82.2,86.6
STU05633,Male,15,Some College,Standard,None,81.5,2.3,75.7,86.3,74.7
STU05634,Male,15,Bachelor's,Standard,Completed,83.0,0.8,89.9,82.5,80.5
STU05635,Male,15,Master's,Standard,None,55.9,3.9,84.8,80.1,81.8
STU05636,Male,18,Bachelor's,Free/Reduced,None,74.2,1.5,73.8,83.2,77.0
STU05637,Female,18,High School,Standard,Completed,80.7,6.3,94.8,92.1,99.3
STU05638,Female,19,High School,Standard,None,64.6,7.2,76.7,75.5,86.7
STU05639,Male,18,No Diploma,Standard,None,95.9,9.4,82.3,88.1,85.9
STU05640,Male,15,Bachelor's,Standard,None,89.0,5.1,85.0,87.1,86.3
STU05641,Female,19,High School,Free/Reduced,None,75.2,7.2,100.0,100.0,96.6
STU05642,Female,17,High School,Standard,None,100.0,6.0,95.7,98.4,90.2
STU05643,Male,16,Master's,Free/Reduced,Completed,84.4,5.7,100.0,100.0,100.0
STU05644,Male,16,High School,Standard,None,96.5,2.5,73.8,69.7,74.7
STU05645,Female,19,Some College,Free/Reduced,Completed,70.2,4.4,77.7,78.5,77.0
STU05646,Male,17,Some College,Standard,Completed,85.7,4.1,95.2,94.8,100.0
STU05647,Male,16,No Diploma,Standard,None,96.1,6.5,99.6,99.2,95.5
STU05648,Female,19,Some College,Free/Reduced,Completed,94.2,0.0,83.9,84.2,83.1
STU05649,Female,18,Some College,Standard,None,92.1,7.6,100.0,100.0,100.0
STU05650,Female,15,Master's,Standard,Completed,94.9,4.3,100.0,100.0,100.0
STU05651,Female,17,High School,Standard,Completed,98.3,3.3,96.5,100.0,99.8
STU05652,Female,16,Some College,Standard,None,52.3,5.9,86.8,98.8,92.0
STU05653,Male,15,Bachelor's,Free/Reduced,Completed,74.9,4.9,83.0,96.4,100.0
STU05654,Male,19,Bachelor's,Standard,Completed,59.1,5.4,80.8,81.1,79.2
STU05655,Male,16,Bachelor's,Standard,None,59.3,8.3,88.0,91.2,80.9
STU05656,Male,15,Master's,Standard,None,,0.5,73.0,79.7,69.4
STU05657,Female,18,Bachelor's,Standard,None,74.9,1.5,67.2,82.1,77.5
STU05658,Female,17,Some College,Standard,None,96.3,3.6,95.8,99.5,88.5
STU05659,Female,19,Bachelor's,Free/Reduced,None,65.7,8.5,100.0,100.0,100.0
STU05660,Female,16,Some College,Standard,None,82.2,7.0,97.3,100.0,92.7
STU05661,Male,18,High School,Free/Reduced,None,99.2,4.7,83.1,93.0,88.3
STU05662,Male,17,High School,Standard,None,78.2,6.5,90.4,94.9,90.2
STU05663,Female,17,High School,Free/Reduced,Completed,100.0,7.1,94.4,96.0,96.8
STU05664,Female,18,High School,Free/Reduced,Completed,57.5,6.3,85.0,,87.1
STU05665,Female,16,High School,Standard,Completed,69.8,7.7,100.0,100.0,98.0
STU05666,Female,17,No Diploma,Free/Reduced,None,98.5,5.4,100.0,100.0,100.0
STU05667,Female,19,Master's,Standard,Completed,71.9,6.2,100.0,100.0,100.0
STU05668,Female,15,Master's,Standard,Completed,77.1,6.2,100.0,100.0,100.0
STU05669,Male,19,Some College,Standard,Completed,100.0,4.0,97.8,97.2,93.3
STU05670,Female,17,Bachelor's,Free/Reduced,Completed,88.0,4.7,88.5,86.3,88.7
STU05671,Female,15,High School,Standard,Completed,60.3,6.3,90.1,94.0,89.1
STU05672,Male,18,Master's,Standard,None,,2.6,74.7,80.2,70.4
STU05673,Female,15,Some College,Free/Reduced,None,71.5,3.2,87.2,81.5,72.1
STU05674,Male,15,No Diploma,Standard,None,74.1,4.3,86.1,86.1,83.6
STU05675,Female,15,High School,Standard,None,78.9,5.1,81.1,84.4,81.2
STU05676,Male,17,High School,Free/Reduced,Completed,73.1,5.0,91.7,88.8,91.1
STU05677,Female,16,No Diploma,Standard,None,85.9,5.0,88.6,89.5,98.2
STU05678,Male,17,High School,Standard,Completed,69.5,5.3,100.0,91.4,90.3
STU05679,Female,16,No Diploma,Free/Reduced,Completed,83.6,4.4,85.5,83.0,89.2
STU05680,Male,18,High School,Standard,None,89.1,3.3,89.0,94.5,94.5
STU05681,Male,18,High School,Standard,None,79.2,5.1,100.0,98.7,98.4
STU05682,Female,18,Master's,Standard,None,80.8,6.6,98.4,90.6,100.0
STU05683,Female,18,High School,Free/Reduced,Completed,81.1,7.2,96.1,100.0,100.0
STU05684,Male,18,High School,Standard,Completed,81.5,0.0,79.4,84.5,70.8
STU05685,Male,19,Bachelor's,Standard,Completed,78.8,2.5,87.0,93.4,93.2
STU05686,Female,17,Bachelor's,Standard,None,78.2,7.4,100.0,100.0,100.0
STU05687,Female,16,Some College,Standard,None,78.5,4.3,91.1,92.3,90.2
STU05688,Female,18,Bachelor's,Free/Reduced,None,82.2,0.4,91.4,81.8,91.3
STU05689,Male,19,High School,Standard,None,74.8,8.1,87.8,92.5,99.0
STU05690,Female,19,High School,Standard,Completed,78.2,7.5,93.8,100.0,92.1
STU05691,Male,19,High School,Standard,None,91.9,2.0,87.0,93.3,89.1
STU05692,Male,17,Bachelor's,Standard,None,100.0,2.1,89.7,86.5,90.3
STU05693,Female,18,Some College,Standard,None,100.0,12.5,100.0,100.0,100.0
STU05694,Female,19,Bachelor's,Standard,None,81.6,2.7,100.0,100.0,
STU05695,Female,19,High School,Standard,None,67.6,8.0,93.2,92.3,95.4
STU05696,Male,18,Bachelor's,Standard,None,77.1,8.9,100.0,97.5,100.0
STU05697,Male,17,High School,Free/Reduced,None,,1.4,67.2,76.6,74.6
STU05698,Male,19,Some College,Standard,Completed,93.0,2.7,100.0,98.5,100.0
STU05699,Female,16,Some College,Standard,None,71.4,7.6,78.4,89.3,88.0
STU05700,Male,15,Bachelor's,Free/Reduced,Completed,78.5,1.6,55.8,72.8,76.3
STU05701,Male,15,High School,Standard,Completed,67.9,2.3,71.4,72.4,77.8
STU05702,Male,15,Bachelor's,Standard,Completed,100.0,4.5,95.1,97.0,99.8
STU05703,Female,17,Bachelor's,Free/Reduced,None,86.5,4.7,76.2,66.2,73.0
STU05704,Male,19,High School,Standard,Completed,,7.7,100.0,100.0,100.0
STU05705,Female,15,Master's,Free/Reduced,Completed,80.8,6.4,91.0,92.0,82.7
STU05706,Male,15,Bachelor's,Free/Reduced,None,63.8,5.5,82.5,92.3,99.1
STU05707,Female,18,Some College,Standard,Completed,85.5,4.6,87.6,83.2,
STU05708,Male,19,High School,Free/Reduced,None,84.6,2.4,74.8,75.7,75.3
STU05709,Female,19,Some College,Standard,Completed,58.7,8.0,89.5,100.0,97.9
STU05710,Female,18,High School,Standard,None,71.2,5.3,69.2,86.0,75.5
STU05711,Male,19,Some College,Standard,Completed,76.4,6.6,100.0,100.0,99.6
STU05712,Female,16,Some College,Standard,None,,5.6,93.1,100.0,100.0
STU05713,Male,17,Bachelor's,Standard,None,73.9,5.3,83.4,83.0,87.8
STU05714,Female,18,High School,Standard,None,81.5,5.3,,90.8,90.4
STU05715,Female,15,Bachelor's,Free/Reduced,None,96.7,5.0,93.9,,92.0
STU05716,Male,19,High School,Standard,None,85.7,4.6,90.5,97.8,92.5
STU05717,Male,16,Some College,Standard,None,94.1,3.5,69.7,74.4,67.6
STU05718,Male,16,Bachelor's,Standard,None,84.4,6.3,99.4,100.0,100.0
STU05719,Male,17,Bachelor's,Standard,None,76.2,7.8,100.0,100.0,95.0
STU05720,Male,16,High School,Standard,None,77.9,5.6,92.4,93.9,87.9
STU05721,Male,19,Some College,Free/Reduced,None,89.6,9.0,,100.0,100.0
STU05722,Male,19,High School,Standard,None,86.5,3.8,91.5,97.1,95.4
STU05723,Female,16,Some College,Standard,None,96.0,10.4,96.1,100.0,100.0
STU05724,Male,19,High School,Standard,None,80.1,6.1,88.1,89.3,82.5
STU05725,Male,19,Bachelor's,Free/Reduced,None,63.3,0.0,61.0,64.5,69.1
STU05726,Female,15,Some College,Standard,None,77.7,9.8,100.0,100.0,96.9
STU05727,Male,18,High School,Standard,None,62.1,2.6,,73.3,83.9
STU05728,Male,19,High School,Free/Reduced,None,78.4,5.5,80.2,86.4,83.0
STU05729,Male,19,High School,Standard,None,65.9,6.3,85.4,84.2,87.7
STU05730,Female,17,Some College,Free/Reduced,None,78.9,5.2,73.0,79.1,74.9
STU05731,Female,18,Some College,Free/Reduced,None,81.8,4.7,84.3,97.4,92.6
STU05732,Male,18,Some College,Standard,None,78.5,3.4,97.1,89.2,93.8
STU05733,Female,18,Bachelor's,Free/Reduced,Completed,76.7,3.7,83.6,,85.6
STU05734,Female,16,High School,Free/Reduced,Completed,75.4,8.0,95.3,87.3,97.1
STU05735,Female,15,Master's,Standard,Completed,93.6,2.5,81.2,97.2,97.0
STU05736,Female,15,High School,Standard,None,83.4,5.1,100.0,98.2,100.0
STU05737,Female,17,High School,Standard,None,61.8,6.8,88.3,90.1,84.2
STU05738,Male,18,Bachelor's,Standard,Completed,81.6,2.4,86.0,82.7,86.2
STU05739,Male,18,Bachelor's,Standard,None,98.2,6.2,98.3,97.0,94.7
STU05740,Male,19,Some College,Standard,None,74.5,7.6,89.8,88.0,82.9
STU05741,Female,16,Bachelor's,Standard,None,75.4,5.9,100.0,90.1,99.3
STU05742,Female,16,Master's,Free/Reduced,None,87.6,7.8,94.5,100.0,95.8
STU05743,Female,17,Bachelor's,Free/Reduced,None,69.7,4.9,84.5,89.9,86.5
STU05744,Female,15,No Diploma,Standard,Completed,65.8,2.9,99.0,89.9,92.4
STU05745,Male,18,Bachelor's,Standard,Completed,61.2,4.6,83.2,75.0,75.7
STU05746,Female,17,Bachelor's,Standard,None,88.2,1.6,79.7,87.8,78.5
STU05747,Female,16,Bachelor's,Standard,Completed,90.4,10.9,100.0,100.0,100.0
STU05748,Female,16,Bachelor's,Free/Reduced,None,73.0,5.0,80.1,84.2,83.4
STU05749,Female,16,Master's,Standard,None,66.1,0.3,72.1,81.2,79.0
STU05750,Female,18,Some College,Standard,Completed,90.4,3.4,,100.0,100.0
STU05751,Male,18,No Diploma,Standard,None,78.5,4.5,85.8,88.0,93.1
STU05752,Female,18,Some College,Standard,None,55.9,1.8,67.6,62.5,75.1
STU05753,Male,19,No Diploma,Standard,None,84.5,1.8,81.9,83.1,72.7
STU05754,Female,15,High School,Standard,None,83.5,4.1,88.5,90.8,89.2
STU05755,Female,16,Some College,Standard,None,96.7,6.4,100.0,100.0,96.5
STU05756,Male,16,High School,Standard,Completed,90.1,7.4,88.2,89.1,86.4
STU05757,Female,19,Bachelor's,Standard,Completed,90.7,7.8,98.8,,100.0
STU05758,Male,16,Bachelor's,Standard,None,69.5,3.5,90.3,88.0,88.5
STU05759,Male,16,Some College,Free/Reduced,None,63.8,0.0,,60.4,66.9
STU05760,Male,18,Master's,Standard,Completed,86.2,9.4,98.4,,100.0
STU05761,Female,18,No Diploma,Standard,Completed,80.2,4.5,74.4,83.5,83.6
STU05762,Female,15,Bachelor's,Free/Reduced,None,,3.9,95.1,94.4,84.3
STU05763,Female,16,Bachelor's,Free/Reduced,None,81.5,8.1,92.3,90.5,93.7
STU05764,Male,17,High School,Standard,None,97.3,4.2,75.6,74.0,71.3
STU05765,Female,16,High School,Standard,None,74.8,6.2,,75.6,88.2
STU05766,Female,16,High School,Standard,Completed,80.5,5.6,,100.0,
STU05767,Male,15,Bachelor's,Standard,None,72.4,1.9,86.6,80.6,78.4
STU05768,Male,17,Bachelor's,Standard,Completed,69.5,2.3,82.8,96.9,89.1
STU05769,Male,16,High School,Free/Reduced,None,95.9,4.4,83.3,81.2,89.9
STU05770,Female,17,Some College,Free/Reduced,None,78.6,5.0,96.9,97.0,84.2
STU05771,Female,18,High School,Free/Reduced,None,100.0,3.4,82.1,94.8,93.8
STU05772,Female,18,Some College,Standard,None,63.9,3.4,77.2,75.9,79.9
STU05773,Male,17,Master's,Free/Reduced,None,81.2,4.8,84.4,81.8,81.9
STU05774,Female,16,High School,Standard,None,81.9,3.2,91.4,82.4,86.3
STU05775,Male,17,Master's,Standard,Completed,95.0,7.2,88.8,98.8,100.0
STU05776,Male,17,Bachelor's,Free/Reduced,None,69.4,5.8,82.8,96.8,89.0
STU05777,Female,18,Master's,Standard,None,72.8,3.7,92.0,97.4,89.0
STU05778,Male,17,High School,Standard,None,63.0,6.5,83.3,82.7,81.0
STU05779,Female,19,High School,Free/Reduced,None,97.6,8.3,85.0,93.1,86.1
STU05780,Male,19,No Diploma,Standard,None,59.3,5.4,,89.5,88.2
STU05781,Female,18,Bachelor's,Standard,None,81.5,1.4,80.2,87.7,
STU05782,Male,16,Bachelor's,Standard,None,100.0,8.9,100.0,99.8,100.0
STU05783,Female,16,High School,Free/Reduced,Completed,93.7,9.2,100.0,100.0,100.0
STU05784,Male,18,Bachelor's,Standard,None,,8.1,,100.0,85.1
STU05785,Male,16,High School,Standard,None,100.0,6.6,91.1,82.2,83.5
STU05786,Female,15,High School,Standard,None,,6.3,86.7,83.6,84.7
STU05787,Male,19,Some College,Free/Reduced,None,82.0,5.4,88.6,81.8,92.0
STU05788,Female,15,No Diploma,Standard,None,80.0,5.2,90.1,85.5,92.5
STU05789,Female,15,High School,Standard,None,79.1,2.1,67.9,71.4,69.1
STU05790,Male,15,Some College,Standard,None,72.7,2.1,77.6,78.7,76.1
STU05791,Male,18,Bachelor's,Standard,None,96.6,2.8,100.0,100.0,99.5
STU05792,Female,15,Bachelor's,Standard,Completed,73.7,0.0,70.9,78.0,79.7
STU05793,Female,17,Some College,Standard,None,76.6,1.9,85.3,91.5,
STU05794,Female,16,Bachelor's,Standard,None,64.1,5.0,91.0,95.5,91.2
STU05795,Female,18,Some College,Free/Reduced,None,90.0,0.0,65.8,73.8,70.7
STU05796,Female,17,High School,Free/Reduced,None,99.1,2.6,83.4,73.5,77.6
STU05797,Male,17,Bachelor's,Standard,None,,4.4,72.9,85.6,84.2
STU05798,Female,19,Bachelor's,Standard,Completed,98.6,3.1,89.1,94.4,96.1
STU05799,Female,19,Bachelor's,Standard,Completed,88.9,4.2,95.7,100.0,100.0
STU05800,Male,17,Bachelor's,Standard,None,95.2,5.7,91.3,87.2,
STU05801,Male,19,Bachelor's,Standard,None,84.5,7.4,99.5,100.0,100.0
STU05802,Male,16,Some College,Standard,None,87.2,3.2,89.7,82.0,92.4
STU05803,Male,16,Bachelor's,Standard,Completed,84.0,4.2,100.0,100.0,
STU05804,Female,19,High School,Standard,None,68.0,0.0,71.2,61.9,63.6
STU05805,Male,15,Master's,Standard,Completed,78.5,6.5,100.0,100.0,100.0
STU05806,Male,17,High School,Standard,Completed,,2.8,100.0,100.0,100.0
STU05807,Male,16,High School,Standard,Completed,93.0,5.9,86.6,91.1,86.7
STU05808,Female,19,Bachelor's,Standard,None,76.8,4.2,98.5,96.5,96.1
STU05809,Female,19,Some College,Free/Reduced,None,85.9,10.6,100.0,100.0,100.0
STU05810,Male,16,Bachelor's,Standard,Completed,66.9,9.6,100.0,88.9,93.1
STU05811,Male,16,Some College,Standard,Completed,100.0,6.6,100.0,94.7,94.1
STU05812,Female,15,Bachelor's,Free/Reduced,None,83.1,6.1,87.5,82.3,83.7
STU05813,Female,19,High School,Free/Reduced,Completed,63.8,5.6,76.5,72.2,80.8
STU05814,Male,19,High School,Free/Reduced,Completed,92.1,3.8,77.0,76.7,75.9
STU05815,Male,18,Some College,Standard,None,83.0,3.1,,94.3,99.9
STU05816,Male,15,Bachelor's,Free/Reduced,None,89.5,2.6,84.2,79.6,86.0
STU05817,Male,16,Bachelor's,Free/Reduced,None,100.0,3.4,93.1,92.2,93.2
STU05818,Female,16,Some College,Free/Reduced,Completed,93.7,6.0,77.1,87.4,85.3
STU05819,Female,17,Master's,Standard,Completed,93.1,4.4,100.0,100.0,100.0
STU05820,Female,16,Bachelor's,Standard,None,75.7,0.0,70.0,70.6,69.8
STU05821,Female,19,Master's,Free/Reduced,None,81.3,11.4,100.0,100.0,100.0
STU05822,Male,16,High School,Free/Reduced,None,75.7,4.6,83.8,84.1,87.9
STU05823,Female,19,No Diploma,Free/Reduced,None,64.3,10.4,75.5,78.9,
STU05824,Female,19,High School,Free/Reduced,None,74.9,4.0,77.0,82.9,83.7
STU05825,Male,15,High School,Standard,None,93.6,4.4,83.5,94.6,86.6
STU05826,Male,16,Some College,Standard,Completed,84.6,7.3,87.5,90.4,100.0
STU05827,Female,15,Some College,Free/Reduced,None,66.0,4.3,63.8,73.1,
STU05828,Male,19,Some College,Free/Reduced,None,78.7,6.0,91.0,90.2,98.7
STU05829,Male,16,Bachelor's,Free/Reduced,None,70.6,4.2,94.6,92.1,92.2
STU05830,Female,16,Master's,Free/Reduced,None,85.6,3.8,72.6,76.7,76.1
STU05831,Female,15,Bachelor's,Standard,Completed,71.8,8.8,99.0,99.0,100.0
STU05832,Male,15,High School,Standard,None,73.3,2.0,59.0,64.8,63.4
STU05833,Female,19,High School,Free/Reduced,None,64.6,3.7,84.6,82.9,73.6
STU05834,Male,19,High School,Standard,None,100.0,9.6,100.0,100.0,100.0
STU05835,Female,16,High School,Free/Reduced,None,79.4,4.2,70.6,67.2,67.3
STU05836,Female,16,Some College,Free/Reduced,Completed,78.6,1.3,73.1,73.9,68.1
STU05837,Female,18,Some College,Standard,None,84.0,6.5,95.5,92.5,78.2
STU05838,Male,18,High School,Free/Reduced,None,84.9,4.9,75.0,73.9,75.6
STU05839,Female,17,Bachelor's,Standard,Completed,,6.1,100.0,100.0,97.0
STU05840,Female,19,Bachelor's,Free/Reduced,None,82.8,5.2,84.6,77.0,77.2
STU05841,Male,17,No Diploma,Standard,None,81.1,2.2,90.6,91.6,89.0
STU05842,Male,17,Some College,Free/Reduced,None,92.3,5.6,92.1,88.1,100.0
STU05843,Male,15,Master's,Free/Reduced,Completed,89.0,8.2,98.3,100.0,100.0
STU05844,Male,15,Some College,Standard,Completed,79.9,3.7,100.0,100.0,100.0
STU05845,Female,18,High School,Free/Reduced,None,80.3,2.8,80.1,72.6,72.9
STU05846,Male,17,High School,Free/Reduced,Completed,77.5,4.6,78.6,80.1,73.5
STU05847,Male,18,High School,Free/Reduced,None,81.3,4.5,90.6,87.0,88.1
STU05848,Female,19,No Diploma,Free/Reduced,None,79.6,4.2,69.9,77.5,74.6
STU05849,Male,16,Bachelor's,Standard,Completed,81.9,8.1,100.0,,100.0
STU05850,Female,15,No Diploma,Standard,None,62.4,5.6,63.3,78.3,66.4
STU05851,Male,19,High School,Standard,None,72.3,9.1,84.9,94.8,91.6
STU05852,Female,19,No Diploma,Free/Reduced,None,97.2,5.6,81.0,83.0,81.2
STU05853,Female,15,Bachelor's,Standard,None,72.1,5.9,100.0,98.6,97.4
STU05854,Female,15,No Diploma,Standard,None,,10.4,97.1,100.0,91.7
STU05855,Male,17,High School,Standard,None,82.5,5.9,84.0,88.1,88.2
STU05856,Female,18,Some College,Standard,None,77.9,4.4,94.7,91.1,89.9
STU05857,Male,19,Some College,Free/Reduced,None,73.2,2.6,91.2,80.3,84.4
STU05858,Male,17,High School,Standard,None,91.0,2.9,80.4,74.9,84.7
STU05859,Male,17,High School,Free/Reduced,None,67.6,4.0,66.4,62.9,73.3
STU05860,Female,19,Bachelor's,Standard,None,55.3,4.4,85.3,100.0,94.8
STU05861,Male,19,Master's,Free/Reduced,None,95.5,0.0,,80.3,80.0
STU05862,Female,16,High School,Standard,None,64.5,5.0,89.0,86.9,82.2
STU05863,Male,18,No Diploma,Standard,Completed,88.7,0.0,74.1,76.2,77.6
STU05864,Male,19,No Diploma,Standard,None,75.3,8.2,93.8,92.9,90.7
STU05865,Female,15,Bachelor's,Standard,Completed,98.0,0.3,,85.8,88.8
STU05866,Male,16,Some College,Standard,Completed,77.0,5.5,97.1,96.7,100.0
STU05867,Female,18,Bachelor's,Standard,None,73.5,5.4,98.3,92.6,100.0
STU05868,Male,15,Bachelor's,Standard,Completed,90.7,8.4,100.0,95.3,97.4
STU05869,Female,15,Master's,Standard,Completed,94.9,5.3,100.0,98.3,100.0
STU05870,Female,18,Master's,Standard,Completed,99.4,4.8,100.0,100.0,100.0
STU05871,Male,16,Bachelor's,Standard,None,49.9,5.8,100.0,100.0,97.4
STU05872,Male,15,Some College,Free/Reduced,None,56.2,3.7,81.7,85.2,77.3
STU05873,Female,17,High School,Free/Reduced,None,66.9,3.7,75.9,75.0,76.5
STU05874,Female,18,Some College,Standard,None,66.6,5.5,97.8,99.7,98.6
STU05875,Male,18,Some College,Standard,Completed,74.1,4.3,84.8,100.0,94.2
STU05876,Male,19,Bachelor's,Standard,Completed,80.6,6.6,97.7,100.0,99.1
STU05877,Female,16,High School,Standard,None,82.3,2.8,66.9,71.4,70.8
STU05878,Female,17,Bachelor's,Free/Reduced,Completed,86.6,7.4,100.0,100.0,
STU05879,Male,17,Some College,Standard,Completed,71.6,6.2,88.5,86.6,91.4
STU05880,Female,19,Bachelor's,Standard,None,78.9,5.1,84.6,86.3,84.8
STU05881,Male,15,High School,Standard,Completed,79.2,1.1,76.2,82.6,75.3
STU05882,Female,15,Some College,Free/Reduced,None,80.2,7.1,93.2,93.0,100.0
STU05883,Male,17,High School,Standard,None,73.9,9.9,,92.5,93.7
STU05884,Female,16,Bachelor's,Free/Reduced,Completed,82.6,3.8,98.2,94.6,100.0
STU05885,Female,15,Some College,Free/Reduced,Completed,67.6,7.1,74.9,88.8,81.8
STU05886,Female,18,High School,Standard,Completed,100.0,4.7,90.8,91.9,97.2
STU05887,Female,19,No Diploma,Standard,None,69.5,2.3,69.2,76.9,68.7
STU05888,Female,16,Bachelor's,Standard,Completed,84.7,3.1,90.4,94.4,82.2
STU05889,Female,15,High School,Standard,None,76.1,4.7,94.7,84.3,95.5
STU05890,Male,17,Master's,Standard,None,74.1,6.1,,87.7,89.4
STU05891,Female,19,Some College,Standard,None,61.9,1.3,,79.3,76.6
STU05892,Female,15,High School,Standard,None,73.5,3.2,67.7,72.9,71.5
STU05893,Female,17,Bachelor's,Standard,None,77.1,5.1,91.6,93.7,100.0
STU05894,Male,15,High School,Free/Reduced,Completed,73.1,1.8,69.8,70.5,68.4
STU05895,Male,19,Bachelor's,Free/Reduced,None,88.1,6.0,98.7,96.9,100.0
STU05896,Male,18,High School,Standard,Completed,100.0,9.3,100.0,100.0,100.0
STU05897,Female,18,Master's,Standard,None,79.2,4.7,89.3,87.8,88.4
STU05898,Male,17,Bachelor's,Standard,None,86.1,6.8,100.0,100.0,100.0
STU05899,Female,18,Bachelor's,Free/Reduced,None,94.9,1.8,84.1,88.6,
STU05900,Female,19,No Diploma,Free/Reduced,Completed,67.2,3.4,76.5,80.6,86.5
STU05901,Female,17,High School,Standard,Completed,100.0,7.5,100.0,100.0,100.0
STU05902,Female,15,Bachelor's,Standard,None,64.2,1.6,67.0,77.5,72.6
STU05903,Male,16,Bachelor's,Standard,None,80.0,3.2,80.8,80.7,82.5
STU05904,Male,15,High School,Standard,Completed,88.1,7.9,100.0,100.0,100.0
STU05905,Male,19,Some College,Free/Reduced,None,98.5,3.5,80.2,85.4,89.4
STU05906,Female,17,High School,Standard,None,79.9,0.0,76.3,78.7,
STU05907,Male,15,Bachelor's,Free/Reduced,None,,3.6,70.1,83.0,73.1
STU05908,Female,17,High School,Standard,None,99.6,9.4,92.1,,95.7
STU05909,Male,18,High School,Free/Reduced,None,62.0,8.6,77.3,84.0,79.1
STU05910,Male,16,High School,Standard,None,67.9,4.8,84.1,92.7,84.0
STU05911,Male,19,Some College,Standard,None,65.3,4.4,90.4,100.0,95.9
STU05912,Female,15,High School,Free/Reduced,None,67.0,10.9,97.3,100.0,96.7
STU05913,Female,16,Master's,Free/Reduced,None,,2.7,65.6,77.2,78.7
STU05914,Male,19,High School,Free/Reduced,Completed,94.8,3.4,97.6,87.2,90.1
STU05915,Female,19,Master's,Free/Reduced,None,98.2,7.6,92.1,99.1,100.0
STU05916,Male,18,Some College,Free/Reduced,None,84.6,2.8,86.0,83.0,77.7
STU05917,Female,17,Some College,Standard,None,91.8,5.9,83.5,84.5,85.8
STU05918,Female,17,High School,Free/Reduced,None,89.8,1.9,87.0,,91.4
STU05919,Male,16,Bachelor's,Free/Reduced,None,80.0,8.7,91.1,89.4,98.2
STU05920,Female,18,Bachelor's,Standard,None,91.1,3.9,80.4,84.4,88.2
STU05921,Male,19,Some College,Standard,Completed,89.1,3.4,94.1,92.7,93.4
STU05922,Female,18,No Diploma,Free/Reduced,Completed,87.8,2.9,96.9,96.1,93.0
STU05923,Male,18,Master's,Free/Reduced,Completed,81.1,2.1,90.3,89.8,87.0
STU05924,Female,16,Master's,Standard,None,82.2,4.1,84.0,93.8,91.3
STU05925,Male,17,Some College,Free/Reduced,None,78.0,0.0,60.8,69.7,63.1
STU05926,Female,18,Bachelor's,Free/Reduced,None,58.9,2.3,95.9,87.9,94.1
STU05927,Female,18,Some College,Standard,Completed,79.2,5.0,79.9,89.4,88.5
STU05928,Female,18,High School,Free/Reduced,None,80.6,5.2,83.2,84.8,79.9
STU05929,Female,15,No Diploma,Standard,Completed,69.3,4.8,84.5,87.1,86.2
STU05930,Female,18,Some College,Standard,None,74.2,3.1,84.7,87.2,83.6
STU05931,Male,18,Bachelor's,Standard,None,88.4,8.8,100.0,100.0,100.0
STU05932,Male,19,No Diploma,Free/Reduced,None,90.5,7.2,81.8,78.8,84.4
STU05933,Male,15,Some College,Standard,None,60.1,4.7,81.5,76.8,84.1
STU05934,Female,18,Master's,Free/Reduced,None,71.6,4.7,58.6,,63.7
STU05935,Male,18,High School,Standard,None,89.6,3.8,83.7,87.7,77.1
STU05936,Female,16,High School,Free/Reduced,None,64.8,3.4,47.4,46.2,54.5
STU05937,Female,16,Bachelor's,Free/Reduced,Completed,78.4,4.6,95.6,96.2,100.0
STU05938,Male,15,High School,Free/Reduced,None,65.1,7.4,82.1,85.5,83.9
STU05939,Male,19,High School,Free/Reduced,None,69.3,3.9,60.4,59.1,62.9
STU05940,Male,15,Some College,Free/Reduced,None,84.2,8.2,88.9,97.1,99.8
STU05941,Male,15,Some College,Standard,Completed,87.5,3.4,94.7,95.4,94.5
STU05942,Male,16,Bachelor's,Standard,None,92.6,8.7,100.0,98.7,97.3
STU05943,Male,16,Bachelor's,Standard,Completed,100.0,4.3,100.0,100.0,100.0
STU05944,Female,19,Some College,Free/Reduced,None,77.7,6.7,88.1,93.6,89.2
STU05945,Female,18,Some College,Standard,Completed,78.3,10.7,100.0,100.0,100.0
STU05946,Male,19,Master's,Standard,None,95.4,11.0,,100.0,100.0
STU05947,Male,18,High School,Free/Reduced,None,93.5,1.6,64.5,81.9,75.6
STU05948,Male,17,High School,Free/Reduced,Completed,86.5,7.6,100.0,100.0,100.0
STU05949,Female,16,Master's,Free/Reduced,Completed,75.4,2.6,83.8,80.7,78.0
STU05950,Female,17,Master's,Standard,Completed,88.9,5.9,99.2,100.0,100.0
STU05951,Male,17,High School,Standard,None,72.9,6.2,84.6,88.9,92.7
STU05952,Male,16,High School,Standard,None,72.1,7.2,66.4,74.8,79.8
STU05953,Female,17,Some College,Standard,None,83.3,1.8,85.3,79.9,88.1
STU05954,Female,15,No Diploma,Standard,None,100.0,2.1,77.3,79.7,76.3
STU05955,Male,18,Bachelor's,Standard,None,76.6,2.9,99.1,,
STU05956,Female,19,No Diploma,Standard,None,80.7,6.5,97.3,100.0,100.0
STU05957,Male,16,No Diploma,Standard,None,61.1,5.6,61.3,66.1,67.5
STU05958,Male,15,Some College,Standard,Completed,69.1,6.0,98.1,100.0,99.6
STU05959,Female,19,Master's,Standard,None,84.4,2.1,90.1,90.7,89.1
STU05960,Female,19,Some College,Free/Reduced,None,85.7,5.4,71.9,76.6,70.0
